solution_id,bm_mass,num_modules,start_arc_length,total_buoyancy_SoL,total_buoyancy_EoL,max_tension,min_bend_radius,min_seabed_clearance,min_surface_clearance,fitness,is_valid,fail_reason,solution_time
544_8_10,544,8,10,3848.0,3630.4,,,,,-inf,False,timeout,
300_19_113,300,19,113,13775.0,13490.0,55.97,1.92,29.41,4.56,-inf,False,"surface clearance too low, bend radius too small",23.9
740_17_137,740,17,137,4845.0,4216.0,,,,,-inf,False,timeout,
300_14_32,300,14,32,10150.0,9940.0,,,,,-inf,False,timeout,
520_9_51,520,9,51,4545.0,4311.0,,,,,-inf,False,timeout,
544_16_119,544,16,119,7696.0,7260.8,,,,,-inf,False,timeout,
300_9_139,300,9,139,6525.0,6390.0,,,,,-inf,False,timeout,
300_9_126,300,9,126,6525.0,6390.0,67.68,5.59,0.53,59.91,-inf,False,seabed clearance too low,24.0
796_16_190,796,16,190,3664.0,3027.2,,,,,-inf,False,timeout,
385_19_92,385,19,92,12160.0,11794.25,44.72,9.48,31.85,3.75,-inf,False,surface clearance too low,24.6
385_9_98,385,9,98,5760.0,5586.75,54.28,4.71,7.02,55.13,-inf,False,seabed clearance too low,24.3
585_16_51,585,16,51,7040.0,6572.0,,,,,-inf,False,timeout,
800_9_41,800,9,41,2025.0,1665.0,,,,,-inf,False,timeout,
300_9_119,300,9,119,6525.0,6390.0,63.64,5.56,0.57,56.49,-inf,False,seabed clearance too low,22.6
740_8_10,740,8,10,2280.0,1984.0,,,,,-inf,False,timeout,
447_1_137,447,1,137,578.0,555.65,,,,,-inf,False,timeout,
715_1_137,715,1,137,310.0,274.25,,,,,-inf,False,timeout,
670_8_11,670,8,11,2840.0,2572.0,,,,,-inf,False,timeout,
300_9_169,300,9,169,6525.0,6390.0,,,,,-inf,False,timeout,
300_9_177,300,9,177,6525.0,6390.0,,,,,-inf,False,timeout,
629_9_119,629,9,119,3564.0,3280.95,,,,,-inf,False,timeout,
300_17_12,300,17,12,12325.0,12070.0,,,,,-inf,False,timeout,
300_16_183,300,16,183,11600.0,11360.0,,,,,-inf,False,timeout,
300_4_102,300,4,102,2900.0,2840.0,61.11,3.34,0.55,78.36,-inf,False,"seabed clearance too low, bend radius too small",30.9
300_3_32,300,3,32,2175.0,2130.0,,,,,-inf,False,timeout,
690_13_52,690,13,52,4355.0,3906.5,,,,,-inf,False,timeout,
384_19_110,384,19,110,12179.0,11814.2,54.59,8.23,18.62,13.07,-inf,False,surface clearance too low,24.4
385_9_45,385,9,45,5760.0,5586.75,27.56,3.03,0.55,29.09,-inf,False,"seabed clearance too low, bend radius too small",31.4
690_13_52,690,13,52,4355.0,3906.5,,,,,-inf,False,timeout,
690_13_52,690,13,52,4355.0,3906.5,,,,,-inf,False,timeout,
544_1_95,544,1,95,481.0,453.8,,,,,-inf,False,timeout,
385_9_69,385,9,69,5760.0,5586.75,38.86,3.45,31.3,40.66,-inf,False,bend radius too small,28.6
740_17_137,740,17,137,4845.0,4216.0,,,,,-inf,False,timeout,
384_10_32,384,10,32,6410.0,6218.0,27.56,3.19,0.53,17.5,-inf,False,"seabed clearance too low, bend radius too small",37.3
690_9_82,690,9,82,3015.0,2704.5,,,,,-inf,False,timeout,
484_1_137,484,1,137,541.0,516.8,,,,,-inf,False,timeout,
670_9_177,670,9,177,3195.0,2893.5,,,,,-inf,False,timeout,
519_8_10,519,8,10,4048.0,3840.4,,,,,-inf,False,timeout,
300_12_137,300,12,137,8700.0,8520.0,70.97,7.95,0.5,47.99,-inf,False,seabed clearance too low,26.5
796_8_137,796,8,137,1832.0,1513.6,,,,,-inf,False,timeout,
740_9_137,740,9,137,2565.0,2232.0,,,,,-inf,False,timeout,
690_9_121,690,9,121,3015.0,2704.5,,,,,-inf,False,timeout,
721_1_160,721,1,160,304.0,267.95,,,,,-inf,False,timeout,
385_9_149,385,9,149,5760.0,5586.75,,,,,-inf,False,timeout,
740_2_137,740,2,137,570.0,496.0,,,,,-inf,False,timeout,
303_9_119,303,9,119,6498.0,6361.65,63.73,5.57,0.53,56.81,-inf,False,seabed clearance too low,16.5
300_9_42,300,9,42,6525.0,6390.0,30.6,2.93,57.39,19.25,-inf,False,bend radius too small,19.8
385_5_51,385,5,51,3200.0,3103.75,,,,,-inf,False,timeout,
721_9_77,721,9,77,2736.0,2411.55,,,,,-inf,False,timeout,
612_1_119,612,1,119,413.0,382.4,,,,,-inf,False,timeout,
544_12_136,544,12,136,5772.0,5445.6,,,,,-inf,False,timeout,
690_9_10,690,9,10,3015.0,2704.5,,,,,-inf,False,timeout,
498_9_32,498,9,32,4743.0,4518.9,,,,,-inf,False,timeout,
300_9_51,300,9,51,6525.0,6390.0,29.7,3.2,50.07,23.46,-inf,False,bend radius too small,18.4
567_9_149,567,9,149,4122.0,3866.85,,,,,-inf,False,timeout,
516_9_149,516,9,149,4581.0,4348.8,,,,,-inf,False,timeout,
385_13_10,385,13,10,8320.0,8069.75,,,,,-inf,False,timeout,
519_7_10,519,7,10,3542.0,3360.35,,,,,-inf,False,timeout,
300_9_30,300,9,30,6525.0,6390.0,32.27,2.74,0.54,13.56,-inf,False,"seabed clearance too low, surface clearance too low, bend radius too small",29.8
788_2_10,788,2,10,474.0,395.2,,,,,-inf,False,timeout,
740_8_97,740,8,97,2280.0,1984.0,,,,,-inf,False,timeout,
690_8_79,690,8,79,2680.0,2404.0,,,,,-inf,False,timeout,
300_15_102,300,15,102,10875.0,10650.0,49.32,7.76,26.22,13.24,-inf,False,surface clearance too low,25.6
537_9_10,537,9,10,4392.0,4150.35,,,,,-inf,False,timeout,
629_8_135,629,8,135,3168.0,2916.4,,,,,-inf,False,timeout,
445_9_119,445,9,119,5220.0,5019.75,,,,,-inf,False,timeout,
690_8_10,690,8,10,2680.0,2404.0,,,,,-inf,False,timeout,
385_10_51,385,10,51,6400.0,6207.5,29.17,3.1,47.75,26.65,-inf,False,bend radius too small,28.5
519_8_153,519,8,153,4048.0,3840.4,,,,,-inf,False,timeout,
629_9_119,629,9,119,3564.0,3280.95,,,,,-inf,False,timeout,
517_9_102,517,9,102,4572.0,4339.35,,,,,-inf,False,timeout,
484_9_51,484,9,51,4869.0,4651.2,,,,,-inf,False,timeout,
300_6_119,300,6,119,4350.0,4260.0,67.33,3.17,0.52,73.48,-inf,False,"seabed clearance too low, bend radius too small",33.0
393_14_95,393,14,95,8848.0,8572.9,49.07,6.81,18.06,30.1,-368.39,True,,20.7
788_10_95,788,10,95,2370.0,1976.0,,,,,-inf,False,timeout,
721_17_10,721,17,10,5168.0,4555.15,,,,,-inf,False,timeout,
721_19_119,721,19,119,5776.0,5091.05,,,,,-inf,False,timeout,
385_1_149,385,1,149,640.0,620.75,,,,,-inf,False,timeout,
520_9_10,520,9,10,4545.0,4311.0,,,,,-inf,False,timeout,
788_9_95,788,9,95,2133.0,1778.4,,,,,-inf,False,timeout,
679_9_95,679,9,95,3114.0,2808.45,,,,,-inf,False,timeout,
690_1_95,690,1,95,335.0,300.5,,,,,-inf,False,timeout,
790_8_160,790,8,160,1880.0,1564.0,,,,,-inf,False,timeout,
385_10_149,385,10,149,6400.0,6207.5,,,,,-inf,False,timeout,
520_9_123,520,9,123,4545.0,4311.0,,,,,-inf,False,timeout,
385_9_57,385,9,57,5760.0,5586.75,,,,,-inf,False,timeout,
629_9_22,629,9,22,3564.0,3280.95,,,,,-inf,False,timeout,
629_18_119,629,18,119,7128.0,6561.9,,,,,-inf,False,timeout,
300_14_82,300,14,82,10150.0,9940.0,41.07,6.37,38.45,8.91,-inf,False,surface clearance too low,24.5
788_9_10,788,9,10,2133.0,1778.4,,,,,-inf,False,timeout,
300_19_160,300,19,160,13775.0,13490.0,82.75,0.97,0.52,47.46,-inf,False,"seabed clearance too low, bend radius too small",25.3
382_9_50,382,9,50,5787.0,5615.1,29.65,3.0,0.59,31.16,-inf,False,"seabed clearance too low, bend radius too small",30.9
578_9_45,578,9,45,4023.0,3762.9,,,,,-inf,False,timeout,
665_9_45,665,9,45,3240.0,2940.75,,,,,-inf,False,timeout,
629_9_179,629,9,179,3564.0,3280.95,,,,,-inf,False,timeout,
721_8_142,721,8,142,2432.0,2143.6,,,,,-inf,False,timeout,
300_9_188,300,9,188,6525.0,6390.0,,,,,-inf,False,timeout,
629_9_121,629,9,121,3564.0,3280.95,,,,,-inf,False,timeout,
740_12_10,740,12,10,3420.0,2976.0,,,,,-inf,False,timeout,
600_9_45,600,9,45,3825.0,3555.0,,,,,-inf,False,timeout,
721_9_78,721,9,78,2736.0,2411.55,,,,,-inf,False,timeout,
311_9_10,311,9,10,6426.0,6286.05,,,,,-inf,False,timeout,
740_20_10,740,20,10,5700.0,4960.0,,,,,-inf,False,timeout,
534_9_10,534,9,10,4419.0,4178.7,,,,,-inf,False,timeout,
300_17_119,300,17,119,12325.0,12070.0,57.65,3.98,20.26,12.57,-inf,False,surface clearance too low,25.3
425_9_177,425,9,177,5400.0,5208.75,,,,,-inf,False,timeout,
300_9_149,300,9,149,6525.0,6390.0,,,,,-inf,False,timeout,
588_9_160,588,9,160,3933.0,3668.4,,,,,-inf,False,timeout,
662_8_119,662,8,119,2904.0,2639.2,,,,,-inf,False,timeout,
420_17_95,420,17,95,10285.0,9928.0,48.51,7.85,20.18,21.32,-670.09,True,,25.0
634_9_95,634,9,95,3519.0,3233.7,,,,,-inf,False,timeout,
300_9_125,300,9,125,6525.0,6390.0,67.1,5.78,0.53,59.46,-inf,False,seabed clearance too low,27.0
690_14_10,690,14,10,4690.0,4207.0,,,,,-inf,False,timeout,
788_13_92,788,13,92,3081.0,2568.8,,,,,-inf,False,timeout,
357_9_10,357,9,10,6012.0,5851.35,,,,,-inf,False,timeout,
385_9_156,385,9,156,5760.0,5586.75,,,,,-inf,False,timeout,
300_9_114,300,9,114,6525.0,6390.0,60.77,5.46,0.6,54.02,-inf,False,seabed clearance too low,23.0
300_9_102,300,9,102,6525.0,6390.0,54.06,4.96,9.59,48.09,-inf,False,seabed clearance too low,21.3
300_9_149,300,9,149,6525.0,6390.0,,,,,-inf,False,timeout,
385_19_149,385,19,149,12160.0,11794.25,78.05,1.46,0.52,45.61,-inf,False,"seabed clearance too low, bend radius too small",22.9
300_9_145,300,9,145,6525.0,6390.0,,,,,-inf,False,timeout,
469_9_126,469,9,126,5004.0,4792.95,,,,,-inf,False,timeout,
740_8_138,740,8,138,2280.0,1984.0,,,,,-inf,False,timeout,
788_9_10,788,9,10,2133.0,1778.4,,,,,-inf,False,timeout,
300_9_160,300,9,160,6525.0,6390.0,82.11,3.09,0.51,71.31,-inf,False,"seabed clearance too low, bend radius too small",27.5
721_16_160,721,16,160,4864.0,4287.2,,,,,-inf,False,timeout,
519_4_10,519,4,10,2024.0,1920.2,,,,,-inf,False,timeout,
300_16_119,300,16,119,11600.0,11360.0,58.02,8.73,17.22,16.24,-576.1,True,,17.4
788_1_95,788,1,95,237.0,197.6,,,,,-inf,False,timeout,
724_11_160,724,11,160,3311.0,2912.8,,,,,-inf,False,timeout,
382_13_10,382,13,10,8359.0,8110.7,,,,,-inf,False,timeout,
300_13_82,300,13,82,9425.0,9230.0,40.32,5.55,35.69,14.59,-inf,False,surface clearance too low,17.5
740_9_124,740,9,124,2565.0,2232.0,,,,,-inf,False,timeout,
346_9_126,346,9,126,6111.0,5955.3,69.27,4.09,0.5,63.8,-inf,False,seabed clearance too low,21.1
721_1_74,721,1,74,304.0,267.95,,,,,-inf,False,timeout,
721_9_10,721,9,10,2736.0,2411.55,,,,,-inf,False,timeout,
300_1_160,300,1,160,725.0,710.0,,,,,-inf,False,timeout,
567_16_10,567,16,10,7328.0,6874.4,,,,,-inf,False,timeout,
300_9_149,300,9,149,6525.0,6390.0,,,,,-inf,False,timeout,
721_9_23,721,9,23,2736.0,2411.55,,,,,-inf,False,timeout,
537_9_103,537,9,103,4392.0,4150.35,,,,,-inf,False,timeout,
393_14_95,393,14,95,8848.0,8572.9,49.07,6.81,18.06,30.1,-368.39,True,,21.7
338_9_119,338,9,119,6183.0,6030.9,64.89,5.44,0.57,60.64,-inf,False,seabed clearance too low,26.0
449_16_160,449,16,160,9216.0,8856.8,,,,,-inf,False,timeout,
537_8_187,537,8,187,3904.0,3689.2,,,,,-inf,False,timeout,
537_4_177,537,4,177,1952.0,1844.6,,,,,-inf,False,timeout,
385_2_45,385,2,45,1280.0,1241.5,,,,,-inf,False,timeout,
537_2_140,537,2,140,976.0,922.3,,,,,-inf,False,timeout,
690_1_79,690,1,79,335.0,300.5,,,,,-inf,False,timeout,
393_16_95,393,16,95,10112.0,9797.6,47.94,8.0,22.04,20.7,-568.4,True,,22.2
690_8_10,690,8,10,2680.0,2404.0,,,,,-inf,False,timeout,
382_5_10,382,5,10,3215.0,3119.5,,,,,-inf,False,timeout,
507_6_10,507,6,10,3108.0,2955.9,,,,,-inf,False,timeout,
382_13_10,382,13,10,8359.0,8110.7,,,,,-inf,False,timeout,
457_6_10,457,6,10,3408.0,3270.9,,,,,-inf,False,timeout,
690_9_84,690,9,84,3015.0,2704.5,,,,,-inf,False,timeout,
405_9_149,405,9,149,5580.0,5397.75,,,,,-inf,False,timeout,
674_12_10,674,12,10,4212.0,3807.6,,,,,-inf,False,timeout,
721_14_10,721,14,10,4256.0,3751.3,,,,,-inf,False,timeout,
537_15_10,537,15,10,7320.0,6917.25,,,,,-inf,False,timeout,
552_9_149,552,9,149,4257.0,4008.6,,,,,-inf,False,timeout,
300_16_163,300,16,163,11600.0,11360.0,84.3,1.36,0.51,49.82,-inf,False,"seabed clearance too low, bend radius too small",33.2
537_15_155,537,15,155,7320.0,6917.25,,,,,-inf,False,timeout,
300_9_161,300,9,161,6525.0,6390.0,,,,,-inf,False,timeout,
587_9_177,587,9,177,3942.0,3677.85,,,,,-inf,False,timeout,
393_1_68,393,1,68,632.0,612.35,69.72,2.98,0.52,99.86,-inf,False,"seabed clearance too low, bend radius too small",32.0
393_15_95,393,15,95,9480.0,9185.25,48.48,7.39,20.04,25.41,-468.41,True,,24.9
514_12_10,514,12,10,6132.0,5823.6,,,,,-inf,False,timeout,
690_8_198,690,8,198,2680.0,2404.0,,,,,-inf,False,timeout,
429_8_79,429,8,79,4768.0,4596.4,46.12,3.39,19.39,54.76,-inf,False,bend radius too small,27.3
495_9_41,495,9,41,4770.0,4547.25,,,,,-inf,False,timeout,
385_1_124,385,1,124,640.0,620.75,,,,,-inf,False,timeout,
424_9_177,424,9,177,5409.0,5218.2,,,,,-inf,False,timeout,
300_11_160,300,11,160,7975.0,7810.0,,,,,-inf,False,timeout,
567_12_149,567,12,149,5496.0,5155.8,,,,,-inf,False,timeout,
586_9_124,586,9,124,3951.0,3687.3,,,,,-inf,False,timeout,
385_2_10,385,2,10,1280.0,1241.5,,,,,-inf,False,timeout,
300_8_98,300,8,98,5800.0,5680.0,52.94,4.23,10.36,52.13,-inf,False,seabed clearance too low,22.3
732_9_124,732,9,124,2637.0,2307.6,,,,,-inf,False,timeout,
478_13_90,478,13,90,7111.0,6800.3,50.28,4.74,11.64,45.21,-inf,False,seabed clearance too low,27.9
721_19_90,721,19,90,5776.0,5091.05,,,,,-inf,False,timeout,
740_8_38,740,8,38,2280.0,1984.0,,,,,-inf,False,timeout,
537_9_141,537,9,141,4392.0,4150.35,,,,,-inf,False,timeout,
407_1_95,407,1,95,618.0,597.65,,,,,-inf,False,timeout,
300_6_74,300,6,74,4350.0,4260.0,43.25,2.99,25.63,52.89,-inf,False,bend radius too small,33.6
567_14_119,567,14,119,6412.0,6015.1,,,,,-inf,False,timeout,
769_8_79,769,8,79,2048.0,1740.4,,,,,-inf,False,timeout,
300_16_11,300,16,11,11600.0,11360.0,,,,,-inf,False,timeout,
580_9_10,580,9,10,4005.0,3744.0,,,,,-inf,False,timeout,
300_9_83,300,9,83,6525.0,6390.0,44.12,4.07,24.67,38.79,141.69,True,,27.7
537_7_10,537,7,10,3416.0,3228.05,,,,,-inf,False,timeout,
382_13_183,382,13,183,8359.0,8110.7,,,,,-inf,False,timeout,
300_8_79,300,8,79,5800.0,5680.0,43.12,3.46,25.58,42.96,-inf,False,bend radius too small,21.2
300_1_160,300,1,160,725.0,710.0,,,,,-inf,False,timeout,
537_10_10,537,10,10,4880.0,4611.5,,,,,-inf,False,timeout,
427_8_177,427,8,177,4784.0,4613.2,,,,,-inf,False,timeout,
357_1_149,357,1,149,668.0,650.15,,,,,-inf,False,timeout,
740_1_124,740,1,124,285.0,248.0,,,,,-inf,False,timeout,
616_11_10,616,11,10,4499.0,4160.2,,,,,-inf,False,timeout,
553_8_10,553,8,10,3776.0,3554.8,,,,,-inf,False,timeout,
721_14_160,721,14,160,4256.0,3751.3,,,,,-inf,False,timeout,
721_2_57,721,2,57,608.0,535.9,,,,,-inf,False,timeout,
495_17_10,495,17,10,9010.0,8589.25,,,,,-inf,False,timeout,
569_9_177,569,9,177,4104.0,3847.95,,,,,-inf,False,timeout,
357_9_191,357,9,191,6012.0,5851.35,,,,,-inf,False,timeout,
300_4_102,300,4,102,2900.0,2840.0,61.11,3.34,0.55,78.36,-inf,False,"seabed clearance too low, bend radius too small",20.9
430_6_124,430,6,124,3570.0,3441.0,,,,,-inf,False,timeout,
674_9_90,674,9,90,3159.0,2855.7,,,,,-inf,False,timeout,
690_5_79,690,5,79,1675.0,1502.5,,,,,-inf,False,timeout,
567_2_149,567,2,149,916.0,859.3,,,,,-inf,False,timeout,
567_1_149,567,1,149,458.0,429.65,,,,,-inf,False,timeout,
393_8_10,393,8,10,5056.0,4898.8,,,,,-inf,False,timeout,
300_16_170,300,16,170,11600.0,11360.0,,,,,-inf,False,timeout,
790_8_176,790,8,176,1880.0,1564.0,,,,,-inf,False,timeout,
721_1_171,721,1,171,304.0,267.95,,,,,-inf,False,timeout,
300_9_79,300,9,79,6525.0,6390.0,42.13,4.16,27.77,36.88,144.08,True,,23.3
405_1_149,405,1,149,620.0,599.75,,,,,-inf,False,timeout,
721_1_74,721,1,74,304.0,267.95,,,,,-inf,False,timeout,
637_13_10,637,13,10,5044.0,4629.95,,,,,-inf,False,timeout,
714_1_74,714,1,74,311.0,275.3,,,,,-inf,False,timeout,
537_2_46,537,2,46,976.0,922.3,,,,,-inf,False,timeout,
517_5_160,517,5,160,2540.0,2410.75,,,,,-inf,False,timeout,
721_11_74,721,11,74,3344.0,2947.45,,,,,-inf,False,timeout,
405_1_115,405,1,115,620.0,599.75,,,,,-inf,False,timeout,
669_9_149,669,9,149,3204.0,2902.95,,,,,-inf,False,timeout,
300_4_23,300,4,23,2900.0,2840.0,,,,,-inf,False,timeout,
721_5_10,721,5,10,1520.0,1339.75,,,,,-inf,False,timeout,
517_15_10,517,15,10,7620.0,7232.25,,,,,-inf,False,timeout,
594_1_74,594,1,74,431.0,401.3,,,,,-inf,False,timeout,
749_1_160,749,1,160,276.0,238.55,,,,,-inf,False,timeout,
721_16_74,721,16,74,4864.0,4287.2,,,,,-inf,False,timeout,
721_9_10,721,9,10,2736.0,2411.55,,,,,-inf,False,timeout,
389_9_149,389,9,149,5724.0,5548.95,,,,,-inf,False,timeout,
316_14_10,316,14,10,9926.0,9704.8,,,,,-inf,False,timeout,
405_2_111,405,2,111,1240.0,1199.5,,,,,-inf,False,timeout,
300_7_95,300,7,95,5075.0,4970.0,52.52,4.03,10.55,56.79,-inf,False,seabed clearance too low,24.3
721_7_160,721,7,160,2128.0,1875.65,,,,,-inf,False,timeout,
321_1_74,321,1,74,704.0,687.95,,,,,-inf,False,timeout,
405_1_155,405,1,155,620.0,599.75,,,,,-inf,False,timeout,
517_15_62,517,15,62,7620.0,7232.25,34.97,3.97,34.95,28.85,-452.14,True,,27.6
537_9_10,537,9,10,4392.0,4150.35,,,,,-inf,False,timeout,
537_15_97,537,15,97,7320.0,6917.25,57.17,5.04,0.66,52.41,-inf,False,seabed clearance too low,27.9
576_2_160,576,2,160,898.0,840.4,,,,,-inf,False,timeout,
540_13_10,540,13,10,6305.0,5954.0,,,,,-inf,False,timeout,
721_16_140,721,16,140,4864.0,4287.2,,,,,-inf,False,timeout,
369_1_160,369,1,160,656.0,637.55,,,,,-inf,False,timeout,
382_20_10,382,20,10,12860.0,12478.0,,,,,-inf,False,timeout,
405_1_47,405,1,47,620.0,599.75,,,,,-inf,False,timeout,
517_5_10,517,5,10,2540.0,2410.75,,,,,-inf,False,timeout,
721_16_103,721,16,103,4864.0,4287.2,,,,,-inf,False,timeout,
537_11_160,537,11,160,5368.0,5072.65,,,,,-inf,False,timeout,
300_16_60,300,16,60,11600.0,11360.0,48.24,6.2,59.97,0.04,-inf,False,surface clearance too low,26.7
300_12_124,300,12,124,8700.0,8520.0,63.56,7.13,1.78,41.38,-inf,False,seabed clearance too low,25.7
755_1_160,755,1,160,270.0,232.25,,,,,-inf,False,timeout,
761_1_160,761,1,160,264.0,225.95,,,,,-inf,False,timeout,
680_14_10,680,14,10,4830.0,4354.0,,,,,-inf,False,timeout,
514_6_10,514,6,10,3066.0,2911.8,,,,,-inf,False,timeout,
600_15_10,600,15,10,6375.0,5925.0,,,,,-inf,False,timeout,
721_1_89,721,1,89,304.0,267.95,,,,,-inf,False,timeout,
723_9_149,723,9,149,2718.0,2392.65,,,,,-inf,False,timeout,
510_1_160,510,1,160,515.0,489.5,,,,,-inf,False,timeout,
426_9_74,426,9,74,5391.0,5199.3,42.4,3.51,25.01,47.32,146.18,True,,25.0
300_15_84,300,15,84,10875.0,10650.0,43.8,6.86,39.72,4.24,-inf,False,surface clearance too low,25.0
382_13_76,382,13,76,8359.0,8110.7,39.37,5.15,32.73,23.46,-256.91,True,,24.4
300_14_155,300,14,155,10150.0,9940.0,,,,,-inf,False,timeout,
596_9_149,596,9,149,3861.0,3592.8,,,,,-inf,False,timeout,
690_5_79,690,5,79,1675.0,1502.5,,,,,-inf,False,timeout,
539_1_79,539,1,79,486.0,459.05,,,,,-inf,False,timeout,
657_1_160,657,1,160,368.0,335.15,,,,,-inf,False,timeout,
674_15_190,674,15,190,5265.0,4759.5,,,,,-inf,False,timeout,
405_9_111,405,9,111,5580.0,5397.75,62.59,4.58,0.53,63.96,-inf,False,seabed clearance too low,23.3
674_16_26,674,16,26,5616.0,5076.8,,,,,-inf,False,timeout,
300_2_140,300,2,140,1450.0,1420.0,,,,,-inf,False,timeout,
300_2_140,300,2,140,1450.0,1420.0,,,,,-inf,False,timeout,
335_1_74,335,1,74,690.0,673.25,,,,,-inf,False,timeout,
721_4_79,721,4,79,1216.0,1071.8,,,,,-inf,False,timeout,
657_9_149,657,9,149,3312.0,3016.35,,,,,-inf,False,timeout,
537_4_140,537,4,140,1952.0,1844.6,,,,,-inf,False,timeout,
704_9_95,704,9,95,2889.0,2572.2,,,,,-inf,False,timeout,
300_3_163,300,3,163,2175.0,2130.0,,,,,-inf,False,timeout,
405_1_104,405,1,104,620.0,599.75,,,,,-inf,False,timeout,
674_12_10,674,12,10,4212.0,3807.6,,,,,-inf,False,timeout,
393_16_10,393,16,10,10112.0,9797.6,,,,,-inf,False,timeout,
721_13_10,721,13,10,3952.0,3483.35,,,,,-inf,False,timeout,
300_9_149,300,9,149,6525.0,6390.0,,,,,-inf,False,timeout,
405_6_149,405,6,149,3720.0,3598.5,,,,,-inf,False,timeout,
537_1_152,537,1,152,488.0,461.15,,,,,-inf,False,timeout,
537_2_10,537,2,10,976.0,922.3,,,,,-inf,False,timeout,
300_15_155,300,15,155,10875.0,10650.0,79.37,2.19,0.52,45.16,-inf,False,"seabed clearance too low, bend radius too small",16.2
405_16_10,405,16,10,9920.0,9596.0,,,,,-inf,False,timeout,
690_12_79,690,12,79,4020.0,3606.0,,,,,-inf,False,timeout,
774_9_149,774,9,149,2259.0,1910.7,,,,,-inf,False,timeout,
517_1_106,517,1,106,508.0,482.15,,,,,-inf,False,timeout,
537_1_140,537,1,140,488.0,461.15,,,,,-inf,False,timeout,
321_17_74,321,17,74,11968.0,11695.15,47.21,7.2,50.1,0.13,-inf,False,surface clearance too low,24.8
322_9_81,322,9,81,6327.0,6182.1,43.59,4.06,24.95,40.09,142.66,True,,20.8
393_1_185,393,1,185,632.0,612.35,,,,,-inf,False,timeout,
393_10_113,393,10,113,6320.0,6123.5,62.41,5.78,0.53,58.79,-inf,False,seabed clearance too low,24.3
555_16_140,555,16,140,7520.0,7076.0,,,,,-inf,False,timeout,
300_15_79,300,15,79,10875.0,10650.0,44.05,6.54,43.48,1.79,-inf,False,surface clearance too low,21.8
637_9_169,637,9,169,3492.0,3205.35,,,,,-inf,False,timeout,
721_16_68,721,16,68,4864.0,4287.2,,,,,-inf,False,timeout,
580_16_103,580,16,103,7120.0,6656.0,,,,,-inf,False,timeout,
490_16_10,490,16,10,8560.0,8168.0,,,,,-inf,False,timeout,
300_13_60,300,13,60,9425.0,9230.0,39.62,4.68,52.03,3.84,-inf,False,surface clearance too low,24.5
721_1_193,721,1,193,304.0,267.95,,,,,-inf,False,timeout,
393_19_10,393,19,10,12008.0,11634.65,,,,,-inf,False,timeout,
721_4_160,721,4,160,1216.0,1071.8,,,,,-inf,False,timeout,
300_7_160,300,7,160,5075.0,4970.0,,,,,-inf,False,timeout,
369_1_91,369,1,91,656.0,637.55,,,,,-inf,False,timeout,
721_16_10,721,16,10,4864.0,4287.2,44.92,3.33,0.56,99.86,-inf,False,"seabed clearance too low, bend radius too small",37.0
382_5_10,382,5,10,3215.0,3119.5,,,,,-inf,False,timeout,
721_10_10,721,10,10,3040.0,2679.5,,,,,-inf,False,timeout,
389_3_10,389,3,10,1908.0,1849.65,,,,,-inf,False,timeout,
309_12_73,309,12,73,8592.0,8406.6,36.9,4.88,38.99,17.21,-153.65,True,,26.2
721_9_149,721,9,149,2736.0,2411.55,,,,,-inf,False,timeout,
721_2_167,721,2,167,608.0,535.9,,,,,-inf,False,timeout,
469_7_160,469,7,160,3892.0,3727.85,,,,,-inf,False,timeout,
300_12_108,300,12,108,8700.0,8520.0,54.57,6.66,13.17,33.37,-inf,False,seabed clearance too low,23.9
382_1_10,382,1,10,643.0,623.9,,,,,-inf,False,timeout,
639_20_140,639,20,140,7720.0,7081.0,,,,,-inf,False,timeout,
492_16_140,492,16,140,8528.0,8134.4,79.64,3.07,0.51,61.61,-inf,False,"seabed clearance too low, bend radius too small",32.4
321_1_75,321,1,75,704.0,687.95,,,,,-inf,False,timeout,
424_16_103,424,16,103,9616.0,9276.8,53.75,7.95,11.36,30.72,-inf,False,seabed clearance too low,23.4
576_1_35,576,1,35,449.0,420.2,,,,,-inf,False,timeout,
300_9_124,300,9,124,6525.0,6390.0,66.52,5.76,0.57,58.97,-inf,False,seabed clearance too low,26.8
426_11_95,426,11,95,6589.0,6354.7,52.32,4.95,9.62,48.85,-inf,False,seabed clearance too low,25.2
550_12_10,550,12,10,5700.0,5370.0,,,,,-inf,False,timeout,
426_11_74,426,11,74,6589.0,6354.7,40.85,4.09,27.61,38.01,-55.43,True,,26.2
721_8_124,721,8,124,2432.0,2143.6,,,,,-inf,False,timeout,
612_7_160,612,7,160,2891.0,2676.8,,,,,-inf,False,timeout,
537_6_10,537,6,10,2928.0,2766.9,,,,,-inf,False,timeout,
317_16_95,317,16,95,11328.0,11074.4,45.59,8.01,32.07,7.15,-inf,False,surface clearance too low,26.0
674_15_79,674,15,79,5265.0,4759.5,,,,,-inf,False,timeout,
336_10_79,336,10,79,6890.0,6722.0,41.98,4.09,27.8,34.86,43.08,True,,24.6
321_18_74,321,18,74,12672.0,12383.1,,,,,-inf,False,timeout,
618_12_124,618,12,124,4884.0,4513.2,,,,,-inf,False,timeout,
300_13_89,300,13,89,9425.0,9230.0,43.78,6.19,30.36,18.08,-261.88,True,,21.8
674_10_24,674,10,24,3510.0,3173.0,,,,,-inf,False,timeout,
721_16_10,721,16,10,4864.0,4287.2,,,,,-inf,False,timeout,
