solution_id,bm_mass,num_modules,start_arc_length,total_buoyancy_SoL,total_buoyancy_EoL,max_tension,min_bend_radius,min_seabed_clearance,min_surface_clearance,fitness,is_valid,fail_reason,solution_time
481_17_10,481,17,10,9248.0,8839.15,,,,,-inf,False,timeout,
745_5_10,745,5,10,1400.0,1213.75,,,,,-inf,False,timeout,
447_18_167,447,18,167,10404.0,10001.7,,,,,-inf,False,timeout,
531_5_95,531,5,95,2470.0,2337.25,,,,,-inf,False,timeout,
740_5_10,740,5,10,1425.0,1240.0,,,,,-inf,False,timeout,
449_8_116,449,8,116,4608.0,4428.4,,,,,-inf,False,timeout,
556_1_115,556,1,115,469.0,441.2,,,,,-inf,False,timeout,
740_3_10,740,3,10,855.0,744.0,,,,,-inf,False,timeout,
556_14_10,556,14,10,6566.0,6176.8,,,,,-inf,False,timeout,
363_19_10,363,19,10,12578.0,12233.15,,,,,-inf,False,timeout,
556_8_33,556,8,33,3752.0,3529.6,,,,,-inf,False,timeout,
300_1_148,300,1,148,725.0,710.0,,,,,-inf,False,timeout,
604_8_92,604,8,92,3368.0,3126.4,,,,,-inf,False,timeout,
463_1_75,463,1,75,562.0,538.85,,,,,-inf,False,timeout,
352_8_101,352,8,101,5384.0,5243.2,55.98,4.47,4.77,58.51,-inf,False,seabed clearance too low,25.4
604_17_28,604,17,28,7157.0,6643.6,,,,,-inf,False,timeout,
363_8_10,363,8,10,5296.0,5150.8,,,,,-inf,False,timeout,
740_1_105,740,1,105,285.0,248.0,,,,,-inf,False,timeout,
515_17_105,515,17,105,8670.0,8232.25,59.73,6.36,0.52,46.39,-inf,False,seabed clearance too low,26.5
604_9_86,604,9,86,3789.0,3517.2,,,,,-inf,False,timeout,
740_16_10,740,16,10,4560.0,3968.0,,,,,-inf,False,timeout,
544_8_10,544,8,10,3848.0,3630.4,,,,,-inf,False,timeout,
335_17_105,335,17,105,11730.0,11445.25,50.97,8.94,24.86,10.23,-inf,False,surface clearance too low,25.8
398_8_10,398,8,10,5016.0,4856.8,,,,,-inf,False,timeout,
626_18_192,626,18,192,7182.0,6618.6,,,,,-inf,False,timeout,
552_16_175,552,16,175,7568.0,7126.4,,,,,-inf,False,timeout,
604_1_175,604,1,175,421.0,390.8,,,,,-inf,False,timeout,
300_5_185,300,5,185,3625.0,3550.0,,,,,-inf,False,timeout,
756_10_10,756,10,10,2690.0,2312.0,,,,,-inf,False,timeout,
740_5_133,740,5,133,1425.0,1240.0,,,,,-inf,False,timeout,
439_8_194,439,8,194,4688.0,4512.4,,,,,-inf,False,timeout,
300_8_119,300,8,119,5800.0,5680.0,64.79,5.34,0.57,62.5,-inf,False,seabed clearance too low,25.1
756_10_192,756,10,192,2690.0,2312.0,,,,,-inf,False,timeout,
505_17_75,505,17,75,8840.0,8410.75,41.0,4.76,26.13,26.97,-662.1,True,,26.7
481_1_10,481,1,10,544.0,519.95,,,,,-inf,False,timeout,
300_16_196,300,16,196,11600.0,11360.0,,,,,-inf,False,timeout,
714_8_77,714,8,77,2488.0,2202.4,,,,,-inf,False,timeout,
434_20_175,434,20,175,11820.0,11386.0,,,,,-inf,False,timeout,
740_5_10,740,5,10,1425.0,1240.0,,,,,-inf,False,timeout,
634_16_137,634,16,137,6256.0,5748.8,,,,,-inf,False,timeout,
587_8_10,587,8,10,3504.0,3269.2,,,,,-inf,False,timeout,
300_5_138,300,5,138,3625.0,3550.0,,,,,-inf,False,timeout,
740_4_10,740,4,10,1140.0,992.0,,,,,-inf,False,timeout,
740_5_133,740,5,133,1425.0,1240.0,,,,,-inf,False,timeout,
481_1_197,481,1,197,544.0,519.95,,,,,-inf,False,timeout,
740_10_10,740,10,10,2850.0,2480.0,,,,,-inf,False,timeout,
756_1_192,756,1,192,269.0,231.2,,,,,-inf,False,timeout,
604_5_84,604,5,84,2105.0,1954.0,,,,,-inf,False,timeout,
449_8_46,449,8,46,4608.0,4428.4,,,,,-inf,False,timeout,
740_5_95,740,5,95,1425.0,1240.0,,,,,-inf,False,timeout,
363_13_138,363,13,138,8606.0,8370.05,73.25,6.63,0.51,51.78,-inf,False,seabed clearance too low,25.3
556_17_88,556,17,88,7973.0,7500.4,52.27,4.37,0.55,44.91,-inf,False,seabed clearance too low,33.8
756_5_27,756,5,27,1345.0,1156.0,,,,,-inf,False,timeout,
449_16_138,449,16,138,9216.0,8856.8,,,,,-inf,False,timeout,
300_8_195,300,8,195,5800.0,5680.0,,,,,-inf,False,timeout,
300_5_135,300,5,135,3625.0,3550.0,,,,,-inf,False,timeout,
449_13_138,449,13,138,7488.0,7196.15,77.54,3.2,0.51,63.77,-inf,False,"seabed clearance too low, bend radius too small",28.2
363_17_28,363,17,28,11254.0,10945.45,,,,,-inf,False,timeout,
596_16_10,596,16,10,6864.0,6387.2,,,,,-inf,False,timeout,
439_3_10,439,3,10,1758.0,1692.15,,,,,-inf,False,timeout,
300_19_95,300,19,95,13775.0,13490.0,,,,,-inf,False,timeout,
449_1_138,449,1,138,576.0,553.55,,,,,-inf,False,timeout,
604_18_156,604,18,156,7578.0,7034.4,,,,,-inf,False,timeout,
756_1_10,756,1,10,269.0,231.2,,,,,-inf,False,timeout,
556_11_105,556,11,105,5159.0,4853.2,,,,,-inf,False,timeout,
449_3_95,449,3,95,1728.0,1660.65,,,,,-inf,False,timeout,
481_3_192,481,3,192,1632.0,1559.85,,,,,-inf,False,timeout,
449_1_53,449,1,53,576.0,553.55,,,,,-inf,False,timeout,
300_13_138,300,13,138,9425.0,9230.0,70.66,8.36,0.57,42.74,-inf,False,seabed clearance too low,24.7
730_16_10,730,16,10,4720.0,4136.0,,,,,-inf,False,timeout,
481_17_153,481,17,153,9248.0,8839.15,,,,,-inf,False,timeout,
423_15_129,423,15,129,9030.0,8712.75,69.53,6.96,0.5,48.96,-inf,False,seabed clearance too low,28.1
617_18_10,617,18,10,7344.0,6788.7,,,,,-inf,False,timeout,
363_14_146,363,14,146,9268.0,9013.9,77.03,6.77,0.51,49.88,-inf,False,seabed clearance too low,29.5
547_5_167,547,5,167,2390.0,2253.25,,,,,-inf,False,timeout,
650_11_105,650,11,105,4125.0,3767.5,,,,,-inf,False,timeout,
556_2_75,556,2,75,938.0,882.4,67.59,3.17,0.51,99.86,-inf,False,"seabed clearance too low, bend radius too small",34.2
722_9_28,722,9,28,2727.0,2402.1,,,,,-inf,False,timeout,
449_19_184,449,19,184,10944.0,10517.45,,,,,-inf,False,timeout,
363_1_28,363,1,28,662.0,643.85,,,,,-inf,False,timeout,
449_10_10,449,10,10,5760.0,5535.5,,,,,-inf,False,timeout,
392_17_10,392,17,10,10761.0,10427.8,,,,,-inf,False,timeout,
438_19_95,438,19,95,11153.0,10736.9,48.44,8.44,20.84,16.63,-871.47,True,,23.8
300_8_87,300,8,87,5800.0,5680.0,47.17,4.04,19.24,46.83,239.96,True,,21.7
449_16_32,449,16,32,9216.0,8856.8,30.46,3.7,66.93,0.1,-inf,False,surface clearance too low,26.9
300_7_95,300,7,95,5075.0,4970.0,52.52,4.03,10.55,56.79,-inf,False,seabed clearance too low,24.3
531_2_192,531,2,192,988.0,934.9,,,,,-inf,False,timeout,
300_3_191,300,3,191,2175.0,2130.0,,,,,-inf,False,timeout,
449_14_10,449,14,10,8064.0,7749.7,,,,,-inf,False,timeout,
481_18_10,481,18,10,9792.0,9359.1,,,,,-inf,False,timeout,
531_5_110,531,5,110,2470.0,2337.25,,,,,-inf,False,timeout,
449_16_115,449,16,115,9216.0,8856.8,62.09,9.69,0.53,42.1,-inf,False,seabed clearance too low,24.8
500_5_10,500,5,10,2625.0,2500.0,,,,,-inf,False,timeout,
324_14_75,324,14,75,9814.0,9587.2,38.74,5.64,41.22,9.08,-inf,False,surface clearance too low,24.7
740_6_95,740,6,95,1710.0,1488.0,,,,,-inf,False,timeout,
547_15_10,547,15,10,7170.0,6759.75,,,,,-inf,False,timeout,
740_13_10,740,13,10,3705.0,3224.0,,,,,-inf,False,timeout,
740_5_189,740,5,189,1425.0,1240.0,,,,,-inf,False,timeout,
740_8_75,740,8,75,2280.0,1984.0,,,,,-inf,False,timeout,
740_14_10,740,14,10,3990.0,3472.0,,,,,-inf,False,timeout,
363_19_101,363,19,101,12578.0,12233.15,48.89,9.84,28.56,3.82,-inf,False,surface clearance too low,25.5
300_16_95,300,16,95,11600.0,11360.0,46.2,8.04,34.27,4.2,-inf,False,surface clearance too low,25.4
556_8_191,556,8,191,3752.0,3529.6,,,,,-inf,False,timeout,
547_17_77,547,17,77,8126.0,7661.05,44.5,4.21,18.81,36.42,-665.32,True,,30.5
547_1_138,547,1,138,478.0,450.65,,,,,-inf,False,timeout,
300_17_153,300,17,153,12325.0,12070.0,78.22,1.38,0.52,42.5,-inf,False,"seabed clearance too low, bend radius too small",22.9
300_6_191,300,6,191,4350.0,4260.0,,,,,-inf,False,timeout,
300_12_191,300,12,191,8700.0,8520.0,,,,,-inf,False,timeout,
740_6_129,740,6,129,1710.0,1488.0,,,,,-inf,False,timeout,
300_19_128,300,19,128,13775.0,13490.0,63.39,1.41,17.09,18.24,-inf,False,bend radius too small,21.8
363_14_95,363,14,95,9268.0,9013.9,48.04,6.91,21.49,25.27,-367.23,True,,25.4
300_3_175,300,3,175,2175.0,2130.0,,,,,-inf,False,timeout,
300_15_191,300,15,191,10875.0,10650.0,,,,,-inf,False,timeout,
300_1_178,300,1,178,725.0,710.0,,,,,-inf,False,timeout,
300_19_92,300,19,92,13775.0,13490.0,,,,,-inf,False,timeout,
398_1_138,398,1,138,627.0,607.1,,,,,-inf,False,timeout,
556_13_95,556,13,95,6097.0,5735.6,,,,,-inf,False,timeout,
740_9_91,740,9,91,2565.0,2232.0,,,,,-inf,False,timeout,
740_17_10,740,17,10,4845.0,4216.0,,,,,-inf,False,timeout,
363_7_28,363,7,28,4634.0,4506.95,,,,,-inf,False,timeout,
617_13_185,617,13,185,5304.0,4902.95,,,,,-inf,False,timeout,
586_5_10,586,5,10,2195.0,2048.5,,,,,-inf,False,timeout,
617_11_106,617,11,106,4488.0,4148.65,,,,,-inf,False,timeout,
544_16_150,544,16,150,7696.0,7260.8,,,,,-inf,False,timeout,
481_1_192,481,1,192,544.0,519.95,,,,,-inf,False,timeout,
620_16_191,620,16,191,6480.0,5984.0,,,,,-inf,False,timeout,
300_16_95,300,16,95,11600.0,11360.0,46.2,8.04,34.27,4.2,-inf,False,surface clearance too low,25.7
740_1_191,740,1,191,285.0,248.0,,,,,-inf,False,timeout,
608_5_95,608,5,95,2085.0,1933.0,,,,,-inf,False,timeout,
556_3_138,556,3,138,1407.0,1323.6,,,,,-inf,False,timeout,
531_1_95,531,1,95,494.0,467.45,,,,,-inf,False,timeout,
617_10_10,617,10,10,4080.0,3771.5,,,,,-inf,False,timeout,
643_19_10,643,19,10,7258.0,6647.15,,,,,-inf,False,timeout,
481_1_192,481,1,192,544.0,519.95,,,,,-inf,False,timeout,
639_19_95,639,19,95,7334.0,6726.95,,,,,-inf,False,timeout,
544_8_46,544,8,46,3848.0,3630.4,,,,,-inf,False,timeout,
616_9_138,616,9,138,3681.0,3403.8,,,,,-inf,False,timeout,
449_7_10,449,7,10,4032.0,3874.85,,,,,-inf,False,timeout,
740_1_175,740,1,175,285.0,248.0,,,,,-inf,False,timeout,
449_5_19,449,5,19,2880.0,2767.75,,,,,-inf,False,timeout,
740_1_175,740,1,175,285.0,248.0,,,,,-inf,False,timeout,
468_11_105,468,11,105,6127.0,5869.6,60.1,5.07,0.52,59.83,-inf,False,seabed clearance too low,19.8
740_1_175,740,1,175,285.0,248.0,,,,,-inf,False,timeout,
617_17_36,617,17,36,6936.0,6411.55,,,,,-inf,False,timeout,
547_8_10,547,8,10,3824.0,3605.2,,,,,-inf,False,timeout,
740_1_75,740,1,75,285.0,248.0,,,,,-inf,False,timeout,
398_18_191,398,18,191,11286.0,10927.8,,,,,-inf,False,timeout,
556_7_28,556,7,28,3283.0,3088.4,,,,,-inf,False,timeout,
650_17_138,650,17,138,6375.0,5822.5,,,,,-inf,False,timeout,
481_1_105,481,1,105,544.0,519.95,,,,,-inf,False,timeout,
400_8_87,400,8,87,5000.0,4840.0,49.58,3.79,14.09,56.07,-inf,False,seabed clearance too low,26.7
363_1_29,363,1,29,662.0,643.85,,,,,-inf,False,timeout,
751_13_138,751,13,138,3562.0,3073.85,,,,,-inf,False,timeout,
719_17_37,719,17,37,5202.0,4590.85,,,,,-inf,False,timeout,
300_2_95,300,2,95,1450.0,1420.0,,,,,-inf,False,timeout,
300_5_73,300,5,73,3625.0,3550.0,,,,,-inf,False,timeout,
556_17_75,556,17,75,7973.0,7500.4,43.88,4.11,19.68,37.02,-664.14,True,,37.2
556_17_138,556,17,138,7973.0,7500.4,,,,,-inf,False,timeout,
719_15_59,719,15,59,4590.0,4050.75,,,,,-inf,False,timeout,
785_8_28,785,8,28,1920.0,1606.0,,,,,-inf,False,timeout,
719_10_105,719,10,105,3060.0,2700.5,,,,,-inf,False,timeout,
719_2_10,719,2,10,612.0,540.1,,,,,-inf,False,timeout,
556_2_153,556,2,153,938.0,882.4,,,,,-inf,False,timeout,
449_2_93,449,2,93,1152.0,1107.1,,,,,-inf,False,timeout,
725_8_87,725,8,87,2400.0,2110.0,,,,,-inf,False,timeout,
363_10_105,363,10,105,6620.0,6438.5,56.65,5.53,4.72,51.02,-inf,False,seabed clearance too low,24.9
311_7_138,311,7,138,4998.0,4889.15,,,,,-inf,False,timeout,
556_7_102,556,7,102,3283.0,3088.4,,,,,-inf,False,timeout,
300_7_114,300,7,114,5075.0,4970.0,63.12,4.48,0.55,66.01,-inf,False,seabed clearance too low,26.9
719_7_105,719,7,105,2142.0,1890.35,,,,,-inf,False,timeout,
738_15_10,738,15,10,4305.0,3751.5,,,,,-inf,False,timeout,
707_8_10,707,8,10,2544.0,2261.2,,,,,-inf,False,timeout,
481_5_70,481,5,70,2720.0,2599.75,,,,,-inf,False,timeout,
556_11_75,556,11,75,5159.0,4853.2,,,,,-inf,False,timeout,
731_17_192,731,17,192,4998.0,4376.65,,,,,-inf,False,timeout,
300_7_99,300,7,99,5075.0,4970.0,54.68,4.12,7.22,58.74,-inf,False,seabed clearance too low,22.9
358_16_32,358,16,32,10672.0,10385.6,,,,,-inf,False,timeout,
556_3_10,556,3,10,1407.0,1323.6,,,,,-inf,False,timeout,
398_15_81,398,15,81,9405.0,9106.5,41.15,6.29,30.9,18.91,-460.61,True,,24.3
556_11_95,556,11,95,5159.0,4853.2,,,,,-inf,False,timeout,
413_5_73,413,5,73,3060.0,2956.75,,,,,-inf,False,timeout,
449_9_32,449,9,32,5184.0,4981.95,,,,,-inf,False,timeout,
650_1_105,650,1,105,375.0,342.5,,,,,-inf,False,timeout,
300_4_138,300,4,138,2900.0,2840.0,,,,,-inf,False,timeout,
481_3_70,481,3,70,1632.0,1559.85,,,,,-inf,False,timeout,
300_7_190,300,7,190,5075.0,4970.0,,,,,-inf,False,timeout,
300_2_75,300,2,75,1450.0,1420.0,,,,,-inf,False,timeout,
300_13_70,300,13,70,9425.0,9230.0,38.94,5.11,44.57,8.7,-inf,False,surface clearance too low,26.3
436_15_192,436,15,192,8835.0,8508.0,,,,,-inf,False,timeout,
785_1_191,785,1,191,240.0,200.75,,,,,-inf,False,timeout,
622_13_138,622,13,138,5239.0,4834.7,,,,,-inf,False,timeout,
779_1_28,779,1,28,246.0,207.05,,,,,-inf,False,timeout,
503_17_73,503,17,73,8874.0,8446.45,39.78,4.75,28.22,25.46,-660.65,True,,24.8
479_8_95,479,8,95,4368.0,4176.4,56.84,3.67,0.51,67.63,-inf,False,seabed clearance too low,26.3
414_13_138,414,13,138,7943.0,7673.9,,,,,-inf,False,timeout,
300_2_95,300,2,95,1450.0,1420.0,,,,,-inf,False,timeout,
683_8_10,683,8,10,2736.0,2462.8,,,,,-inf,False,timeout,
719_13_105,719,13,105,3978.0,3510.65,,,,,-inf,False,timeout,
510_15_138,510,15,138,7725.0,7342.5,,,,,-inf,False,timeout,
556_17_89,556,17,89,7973.0,7500.4,52.91,4.41,0.56,45.52,-inf,False,seabed clearance too low,33.1
556_3_10,556,3,10,1407.0,1323.6,,,,,-inf,False,timeout,
700_13_73,700,13,73,4225.0,3770.0,,,,,-inf,False,timeout,
650_11_20,650,11,20,4125.0,3767.5,,,,,-inf,False,timeout,
719_1_105,719,1,105,306.0,270.05,,,,,-inf,False,timeout,
514_17_191,514,17,191,8687.0,8250.1,,,,,-inf,False,timeout,
363_2_104,363,2,104,1324.0,1287.7,,,,,-inf,False,timeout,
374_8_75,374,8,75,5208.0,5058.4,42.64,3.28,25.33,47.74,-inf,False,bend radius too small,26.9
300_17_105,300,17,105,12325.0,12070.0,50.04,8.79,29.88,3.7,-inf,False,surface clearance too low,25.9
650_16_10,650,16,10,6000.0,5480.0,,,,,-inf,False,timeout,
429_17_105,429,17,105,10132.0,9767.35,54.64,8.64,10.88,28.5,-inf,False,seabed clearance too low,25.2
791_5_73,791,5,73,1170.0,972.25,,,,,-inf,False,timeout,
398_15_110,398,15,110,9405.0,9106.5,57.19,8.4,7.62,34.17,-inf,False,seabed clearance too low,25.1
300_13_95,300,13,95,9425.0,9230.0,46.85,6.48,25.78,21.09,-265.12,True,,24.8
556_2_33,556,2,33,938.0,882.4,,,,,-inf,False,timeout,
379_7_95,379,7,95,4522.0,4389.35,54.5,3.84,6.75,63.29,-inf,False,seabed clearance too low,26.7
449_14_105,449,14,105,8064.0,7749.7,57.24,6.5,3.01,44.75,-inf,False,seabed clearance too low,25.1
300_7_44,300,7,44,5075.0,4970.0,,,,,-inf,False,timeout,
719_2_95,719,2,95,612.0,540.1,,,,,-inf,False,timeout,
719_17_85,719,17,85,5202.0,4590.85,,,,,-inf,False,timeout,
556_13_10,556,13,10,6097.0,5735.6,,,,,-inf,False,timeout,
300_3_138,300,3,138,2175.0,2130.0,,,,,-inf,False,timeout,
785_1_192,785,1,192,240.0,200.75,,,,,-inf,False,timeout,
719_16_192,719,16,192,4896.0,4320.8,,,,,-inf,False,timeout,
650_1_105,650,1,105,375.0,342.5,,,,,-inf,False,timeout,
664_13_105,664,13,105,4693.0,4261.4,,,,,-inf,False,timeout,
300_8_154,300,8,154,5800.0,5680.0,,,,,-inf,False,timeout,
400_3_16,400,3,16,1875.0,1815.0,,,,,-inf,False,timeout,
719_7_18,719,7,18,2142.0,1890.35,,,,,-inf,False,timeout,
751_3_138,751,3,138,822.0,709.35,,,,,-inf,False,timeout,
436_15_180,436,15,180,8835.0,8508.0,,,,,-inf,False,timeout,
311_3_169,311,3,169,2142.0,2095.35,,,,,-inf,False,timeout,
398_19_81,398,19,81,11913.0,11534.9,40.36,8.57,38.57,0.73,-inf,False,surface clearance too low,25.7
364_8_87,364,8,87,5288.0,5142.4,48.64,3.97,15.96,52.74,239.45,True,,25.6
300_3_87,300,3,87,2175.0,2130.0,,,,,-inf,False,timeout,
631_2_153,631,2,153,788.0,724.9,,,,,-inf,False,timeout,
311_16_138,311,16,138,11424.0,11175.2,69.22,3.05,3.27,30.99,-inf,False,"seabed clearance too low, bend radius too small",26.5
300_3_51,300,3,51,2175.0,2130.0,53.74,3.05,0.51,99.86,-inf,False,"seabed clearance too low, bend radius too small",35.7
300_3_138,300,3,138,2175.0,2130.0,,,,,-inf,False,timeout,
398_3_132,398,3,132,1881.0,1821.3,,,,,-inf,False,timeout,
436_2_10,436,2,10,1178.0,1134.4,,,,,-inf,False,timeout,
372_15_59,372,15,59,9795.0,9516.0,36.45,5.22,50.84,3.38,-inf,False,surface clearance too low,22.2
481_1_138,481,1,138,544.0,519.95,,,,,-inf,False,timeout,
682_1_105,682,1,105,343.0,308.9,,,,,-inf,False,timeout,
481_3_73,481,3,73,1632.0,1559.85,,,,,-inf,False,timeout,
481_15_10,481,15,10,8160.0,7799.25,,,,,-inf,False,timeout,
481_4_10,481,4,10,2176.0,2079.8,,,,,-inf,False,timeout,
436_15_105,436,15,105,8835.0,8508.0,56.02,7.29,6.34,38.28,-inf,False,seabed clearance too low,23.5
481_19_153,481,19,153,10336.0,9879.05,,,,,-inf,False,timeout,
461_15_81,461,15,81,8460.0,8114.25,43.37,5.16,23.85,29.66,-463.08,True,,24.3
425_7_138,425,7,138,4200.0,4051.25,,,,,-inf,False,timeout,
400_15_190,400,15,190,9375.0,9075.0,,,,,-inf,False,timeout,
785_15_175,785,15,175,3600.0,3011.25,,,,,-inf,False,timeout,
311_3_70,311,3,70,2142.0,2095.35,,,,,-inf,False,timeout,
776_2_10,776,2,10,498.0,420.4,,,,,-inf,False,timeout,
719_7_141,719,7,141,2142.0,1890.35,,,,,-inf,False,timeout,
436_15_81,436,15,81,8835.0,8508.0,42.43,5.58,26.64,25.36,-462.14,True,,21.6
719_20_105,719,20,105,6120.0,5401.0,,,,,-inf,False,timeout,
650_8_157,650,8,157,3000.0,2740.0,,,,,-inf,False,timeout,
765_3_70,765,3,70,780.0,665.25,71.64,2.84,0.51,99.86,-inf,False,"seabed clearance too low, bend radius too small",33.0
480_3_138,480,3,138,1635.0,1563.0,,,,,-inf,False,timeout,
370_17_75,370,17,75,11135.0,10820.5,40.32,7.36,43.12,1.43,-inf,False,surface clearance too low,24.6
785_16_120,785,16,120,3840.0,3212.0,,,,,-inf,False,timeout,
300_14_105,300,14,105,10150.0,9940.0,51.5,7.23,21.12,20.35,-370.24,True,,23.6
618_8_138,618,8,138,3256.0,3008.8,,,,,-inf,False,timeout,
719_3_10,719,3,10,918.0,810.15,,,,,-inf,False,timeout,
686_7_59,686,7,59,2373.0,2132.9,,,,,-inf,False,timeout,
436_1_192,436,1,192,589.0,567.2,,,,,-inf,False,timeout,
371_4_138,371,4,138,2616.0,2541.8,,,,,-inf,False,timeout,
481_17_70,481,17,70,9248.0,8839.15,37.23,5.02,33.5,19.57,-657.93,True,,24.3
300_4_138,300,4,138,2900.0,2840.0,,,,,-inf,False,timeout,
436_6_70,436,6,70,3534.0,3403.2,,,,,-inf,False,timeout,
388_8_28,388,8,28,5096.0,4940.8,,,,,-inf,False,timeout,
398_15_43,398,15,43,9405.0,9106.5,34.4,4.35,60.97,0.26,-inf,False,surface clearance too low,26.3
436_3_127,436,3,127,1767.0,1701.6,,,,,-inf,False,timeout,
400_18_87,400,18,87,11250.0,10890.0,42.91,8.36,31.47,8.71,-inf,False,surface clearance too low,24.0
481_8_70,481,8,70,4352.0,4159.6,,,,,-inf,False,timeout,
759_3_28,759,3,28,798.0,684.15,,,,,-inf,False,timeout,
556_17_165,556,17,165,7973.0,7500.4,,,,,-inf,False,timeout,
379_8_70,379,8,70,5168.0,5016.4,40.23,3.1,29.25,45.73,-inf,False,bend radius too small,25.4
398_15_10,398,15,10,9405.0,9106.5,,,,,-inf,False,timeout,
423_15_81,423,15,81,9030.0,8712.75,41.97,5.81,28.1,23.14,-461.62,True,,23.9
556_12_75,556,12,75,5628.0,5294.4,45.84,3.72,0.54,51.86,-inf,False,seabed clearance too low,32.4
400_16_192,400,16,192,10000.0,9680.0,,,,,-inf,False,timeout,
650_14_10,650,14,10,5250.0,4795.0,,,,,-inf,False,timeout,
481_1_70,481,1,70,544.0,519.95,,,,,-inf,False,timeout,
581_8_192,581,8,192,3552.0,3319.6,,,,,-inf,False,timeout,
692_4_138,692,4,138,1332.0,1193.6,,,,,-inf,False,timeout,
481_17_10,481,17,10,9248.0,8839.15,,,,,-inf,False,timeout,
481_1_50,481,1,50,544.0,519.95,,,,,-inf,False,timeout,
398_19_70,398,19,70,11913.0,11534.9,,,,,-inf,False,timeout,
481_1_70,481,1,70,544.0,519.95,,,,,-inf,False,timeout,
300_15_192,300,15,192,10875.0,10650.0,,,,,-inf,False,timeout,
481_8_10,481,8,10,4352.0,4159.6,,,,,-inf,False,timeout,
516_3_138,516,3,138,1527.0,1449.6,,,,,-inf,False,timeout,
719_10_59,719,10,59,3060.0,2700.5,,,,,-inf,False,timeout,
785_8_121,785,8,121,1920.0,1606.0,,,,,-inf,False,timeout,
311_7_192,311,7,192,4998.0,4889.15,,,,,-inf,False,timeout,
719_7_10,719,7,10,2142.0,1890.35,,,,,-inf,False,timeout,
481_1_70,481,1,70,544.0,519.95,,,,,-inf,False,timeout,
398_2_10,398,2,10,1254.0,1214.2,,,,,-inf,False,timeout,
555_2_153,555,2,153,940.0,884.5,,,,,-inf,False,timeout,
418_8_70,418,8,70,4856.0,4688.8,41.18,3.07,0.52,49.26,-inf,False,"seabed clearance too low, bend radius too small",17.8
436_17_75,436,17,75,10013.0,9642.4,38.24,6.07,34.76,13.71,-inf,False,surface clearance too low,16.1
314_16_10,314,16,10,11376.0,11124.8,,,,,-inf,False,timeout,
311_7_24,311,7,24,4998.0,4889.15,,,,,-inf,False,timeout,
398_1_81,398,1,81,627.0,607.1,69.85,3.0,0.51,99.86,-inf,False,"seabed clearance too low, bend radius too small",36.0
719_1_192,719,1,192,306.0,270.05,,,,,-inf,False,timeout,
400_18_184,400,18,184,11250.0,10890.0,,,,,-inf,False,timeout,
650_1_81,650,1,81,375.0,342.5,,,,,-inf,False,timeout,
481_19_70,481,19,70,10336.0,9879.05,36.44,5.55,35.73,12.16,-inf,False,surface clearance too low,24.8
719_18_27,719,18,27,5508.0,4860.9,,,,,-inf,False,timeout,
719_4_77,719,4,77,1224.0,1080.2,,,,,-inf,False,timeout,
371_4_138,371,4,138,2616.0,2541.8,,,,,-inf,False,timeout,
400_5_190,400,5,190,3125.0,3025.0,,,,,-inf,False,timeout,
581_1_192,581,1,192,444.0,414.95,,,,,-inf,False,timeout,
673_15_190,673,15,190,5280.0,4775.25,,,,,-inf,False,timeout,
300_7_81,300,7,81,5075.0,4970.0,45.26,3.17,21.89,50.0,-inf,False,bend radius too small,26.7
400_7_23,400,7,23,4375.0,4235.0,,,,,-inf,False,timeout,
300_11_70,300,11,70,7975.0,7810.0,36.02,4.14,39.48,20.43,-51.84,True,,25.1
616_7_180,616,7,180,2863.0,2647.4,,,,,-inf,False,timeout,
719_3_196,719,3,196,918.0,810.15,,,,,-inf,False,timeout,
610_8_138,610,8,138,3320.0,3076.0,,,,,-inf,False,timeout,
650_4_191,650,4,191,1500.0,1370.0,,,,,-inf,False,timeout,
398_15_10,398,15,10,9405.0,9106.5,,,,,-inf,False,timeout,
300_14_147,300,14,147,10150.0,9940.0,74.93,6.26,0.51,42.02,-inf,False,seabed clearance too low,21.3
674_3_10,674,3,10,1053.0,951.9,,,,,-inf,False,timeout,
650_2_138,650,2,138,750.0,685.0,,,,,-inf,False,timeout,
768_15_43,768,15,43,3855.0,3279.0,,,,,-inf,False,timeout,
300_15_85,300,15,85,10875.0,10650.0,43.75,6.89,38.96,4.73,-inf,False,surface clearance too low,29.4
481_8_52,481,8,52,4352.0,4159.6,,,,,-inf,False,timeout,
719_1_191,719,1,191,306.0,270.05,,,,,-inf,False,timeout,
423_12_81,423,12,81,7224.0,6970.2,43.77,4.7,23.49,36.61,-160.23,True,,24.1
719_4_10,719,4,10,1224.0,1080.2,,,,,-inf,False,timeout,
682_1_188,682,1,188,343.0,308.9,,,,,-inf,False,timeout,
400_1_16,400,1,16,625.0,605.0,,,,,-inf,False,timeout,
436_15_124,436,15,124,8835.0,8508.0,,,,,-inf,False,timeout,
436_12_138,436,12,138,7068.0,6806.4,77.53,3.1,0.51,65.85,-inf,False,"seabed clearance too low, bend radius too small",34.2
719_4_10,719,4,10,1224.0,1080.2,,,,,-inf,False,timeout,
650_2_10,650,2,10,750.0,685.0,,,,,-inf,False,timeout,
650_10_10,650,10,10,3750.0,3425.0,,,,,-inf,False,timeout,
398_12_10,398,12,10,7524.0,7285.2,,,,,-inf,False,timeout,
686_1_59,686,1,59,339.0,304.7,,,,,-inf,False,timeout,
462_3_10,462,3,10,1689.0,1619.7,,,,,-inf,False,timeout,
